date,meantemp,humidity,wind_speed,meanpressure
2017-01-01,15.91304347826087,85.8695652173913,2.743478260869565,59.0
2017-01-02,18.5,77.22222222222223,2.8944444444444444,1018.2777777777778
2017-01-03,17.11111111111111,81.88888888888889,4.016666666666667,1018.3333333333334
2017-01-04,18.7,70.05,4.545,1015.7
2017-01-05,18.38888888888889,74.94444444444444,3.3000000000000003,1014.3333333333334
2017-01-06,19.318181818181817,79.31818181818181,8.681818181818182,1011.7727272727273
2017-01-07,14.708333333333334,95.83333333333333,10.041666666666664,1011.375
2017-01-08,15.68421052631579,83.52631578947368,1.95,1015.55
2017-01-09,14.571428571428571,80.80952380952381,6.542857142857142,1015.952380952381
2017-01-10,12.11111111111111,71.94444444444444,9.361111111111109,1016.8888888888889
2017-01-11,11.0,72.11111111111111,9.77222222222222,1016.7777777777778
2017-01-12,11.789473684210526,74.57894736842105,6.626315789473684,1016.3684210526316
2017-01-13,13.235294117647058,67.05882352941177,6.435294117647059,1017.5294117647059
2017-01-14,13.2,74.28,5.276,1018.84
2017-01-15,16.434782608695652,72.56521739130434,3.630434782608696,1018.1304347826087
2017-01-16,14.65,78.45,10.38,1017.15
2017-01-17,11.722222222222221,84.44444444444444,8.038888888888888,1018.3888888888889
2017-01-18,13.041666666666666,78.33333333333333,6.029166666666664,1021.9583333333334
2017-01-19,14.619047619047619,75.14285714285714,10.338095238095239,1022.8095238095239
2017-01-20,15.263157894736842,66.47368421052632,11.226315789473684,1021.7894736842105
2017-01-21,15.391304347826088,70.8695652173913,13.695652173913043,1020.4782608695652
2017-01-22,18.44,76.24,5.8679999999999986,1021.04
2017-01-23,18.11764705882353,76.0,6.752941176470588,1019.8235294117648
2017-01-24,18.347826086956523,68.1304347826087,3.3913043478260865,1018.8695652173913
2017-01-25,21.0,69.96,8.755999999999998,1018.4
2017-01-26,16.178571428571427,91.64285714285714,8.467857142857143,1017.7857142857143
2017-01-27,16.5,77.04166666666667,14.358333333333333,1018.125
2017-01-28,14.863636363636363,82.77272727272727,9.690909090909093,1019.6363636363636
2017-01-29,15.666666666666666,81.77777777777777,10.294444444444444,1017.3888888888889
2017-01-30,16.444444444444443,77.55555555555556,4.322222222222222,1015.8333333333334
2017-01-31,16.125,76.0,4.625,1015.5
2017-02-01,15.25,78.625,5.1000000000000005,1017.5
2017-02-02,17.09090909090909,66.54545454545455,3.027272727272727,1018.9090909090909
2017-02-03,15.636363636363637,78.18181818181819,1.8545454545454545,1017.7272727272727
2017-02-04,18.7,77.6,9.819999999999999,1014.4
2017-02-05,18.63157894736842,77.63157894736842,8.099999999999998,1014.2105263157895
2017-02-06,16.88888888888889,69.66666666666667,9.044444444444444,1016.0
2017-02-07,15.125,63.75,7.637500000000001,1016.125
2017-02-08,15.7,68.4,4.08,1015.6
2017-02-09,15.375,68.375,7.875000000000002,1016.375
2017-02-10,14.666666666666666,71.77777777777777,9.066666666666666,1015.6666666666666
2017-02-11,15.625,64.0,3.95,1016.625
2017-02-12,16.25,70.375,1.625,1019.625
2017-02-13,16.333333333333332,67.0,6.377777777777778,1021.5555555555555
2017-02-14,16.875,65.5,6.9625,1021.375
2017-02-15,17.571428571428573,67.71428571428571,5.557142857142857,1020.5714285714286
2017-02-16,20.25,56.75,10.4375,1017.625
2017-02-17,21.3,64.4,9.279999999999998,1016.5
2017-02-18,21.125,70.75,6.25,1016.25
2017-02-19,22.363636363636363,66.0909090909091,6.054545454545456,1013.0
2017-02-20,23.375,60.125,6.937499999999999,1005.375
2017-02-21,21.833333333333332,69.41666666666667,12.341666666666667,1007.4166666666666
2017-02-22,19.125,57.125,7.4125000000000005,1012.25
2017-02-23,18.625,42.875,14.35,1015.25
2017-02-24,19.125,40.375,16.6625,1016.125
2017-02-25,19.0,50.42857142857143,11.928571428571427,1014.2857142857143
2017-02-26,18.75,59.0,11.1125,1012.375
2017-02-27,19.875,58.375,5.1000000000000005,1014.25
2017-02-28,23.333333333333332,51.666666666666664,3.9111111111111114,1013.1111111111111
2017-03-01,24.46153846153846,47.92307692307692,6.415384615384617,1012.9230769230769
2017-03-02,23.75,54.25,5.930000000000001,1012.15
2017-03-03,20.5,42.5,7.4125000000000005,1010.625
2017-03-04,19.125,43.125,8.350000000000001,1010.0
2017-03-05,19.75,41.25,9.962499999999999,1010.5
2017-03-06,20.0,42.44444444444444,9.666666666666664,1010.3333333333334
2017-03-07,22.625,41.5,6.025,1007.375
2017-03-08,21.545454545454547,52.72727272727273,10.263636363636364,1008.9090909090909
2017-03-09,20.785714285714285,69.07142857142857,8.342857142857143,1007.3571428571429
2017-03-10,19.9375,67.75,11.4625,1006.875
2017-03-11,18.533333333333335,60.4,5.566666666666666,1009.8
2017-03-12,17.375,56.625,7.637499999999999,1014.75
2017-03-13,17.444444444444443,49.333333333333336,9.055555555555554,1014.8888888888889
2017-03-14,18.0,56.333333333333336,4.522222222222222,1016.5555555555555
2017-03-15,19.875,54.75,7.175000000000001,1014.125
2017-03-16,24.0,49.2,5.5600000000000005,1011.1
2017-03-17,20.9,59.7,11.489999999999998,1010.7
2017-03-18,24.692307692307693,46.30769230769231,7.1230769230769235,1009.8461538461538
2017-03-19,24.666666666666668,52.27777777777778,9.161111111111111,1011.8888888888889
2017-03-20,23.333333333333332,54.666666666666664,10.077777777777778,1012.5555555555555
2017-03-21,25.0,49.0,9.2625,1011.75
2017-03-22,27.25,45.0,10.187500000000002,1009.75
2017-03-23,28.0,49.75,3.4875000000000003,1008.875
